date,asset,signal,fwdRet,regimeVol
2025-11-19,BNBUSDT,0.3347697382,-0.0734223363,0.5430048795
2025-11-19,BTCUSDT,0.5798702166,-0.0601290024,0.4019587896
2025-11-19,DOGEUSDT,0.1826400866,-0.0532472091,0.7838155227
2025-11-19,ETHUSDT,-0.4648204140,-0.0521992336,0.6646645145
2025-11-19,SOLUSDT,-0.9787943210,-0.0120055522,0.8259058375
2025-11-19,XRPUSDT,1.6367677282,-0.0075265516,0.7239369893
2025-11-20,ADAUSDT,-1.4280105201,-0.0581609779,0.7455393537
2025-11-20,BNBUSDT,0.6864777349,-0.0046477374,0.5541737029
2025-11-20,BTCUSDT,0.9206177449,-0.0097629340,0.3953774160
2025-11-20,DOGEUSDT,-0.0922365236,0.0032640075,0.7879388917
2025-11-20,ETHUSDT,-0.3117968155,0.0018159099,0.6695259940
2025-11-20,SOLUSDT,-1.0080104208,0.0460902465,0.8251424221
2025-11-20,XRPUSDT,1.2329588002,0.0558294007,0.7240275419
2025-11-21,ADAUSDT,-1.5750727502,0.0029418643,0.7674679718
2025-11-21,BNBUSDT,1.0001771577,0.0344516134,0.5500052625
2025-11-21,BTCUSDT,0.6630067615,0.0543204773,0.4263147235
2025-11-21,DOGEUSDT,0.0824196297,0.0245028914,0.7899388906
2025-11-21,ETHUSDT,-0.5223708428,0.0643555412,0.6936419714
2025-11-21,SOLUSDT,-0.7561887479,0.0541521815,0.8254332668
2025-11-21,XRPUSDT,1.1080287919,0.1001608724,0.7376250418
2025-11-22,ADAUSDT,-1.6203032992,0.0283282155,0.7796891348
2025-11-22,BNBUSDT,0.5023204415,0.0691887105,0.5582973915
2025-11-22,BTCUSDT,0.8007337515,0.0683635572,0.4278293867
2025-11-22,DOGEUSDT,-0.1497996378,0.0718365458,0.8096931914
2025-11-22,ETHUSDT,-0.3613114369,0.0967287954,0.6951767187
2025-11-22,SOLUSDT,-0.5820730580,0.0686636888,0.8281641187
2025-11-22,XRPUSDT,1.4104332389,0.1182415138,0.7377193660
2025-11-23,ADAUSDT,-1.5161979882,0.0274861069,0.7624035733
2025-11-23,BNBUSDT,0.2759903903,0.0479688262,0.5186800416
2025-11-23,BTCUSDT,0.7618508044,0.0727090912,0.4132313765
2025-11-23,DOGEUSDT,-0.0394026518,0.0582820178,0.8003472635
2025-11-23,ETHUSDT,-0.0718215758,0.0800158396,0.6911866916
2025-11-23,SOLUSDT,-0.9018803964,0.0664099482,0.7863708605
2025-11-23,XRPUSDT,1.4914614174,0.1296582775,0.7347851079
2025-11-24,ADAUSDT,-1.6128093115,0.0152881739,0.7574926094
2025-11-24,BNBUSDT,0.4849456097,0.0388823460,0.5233147190
2025-11-24,BTCUSDT,0.8046284710,0.0417309901,0.4249243108
2025-11-24,DOGEUSDT,0.0729058446,0.0086650225,0.8104337180
2025-11-24,ETHUSDT,-0.2636531590,0.0685567130,0.6867516911
2025-11-24,SOLUSDT,-0.8175620358,0.0248545317,0.7924530421
2025-11-24,XRPUSDT,1.3315445810,0.0549137236,0.7368276693
2025-11-25,ADAUSDT,-1.6387691385,-0.0980989971,0.7862882118
2025-11-25,BNBUSDT,0.2470855983,-0.0443428570,0.5342212349
2025-11-25,BTCUSDT,0.5047385312,-0.0221191230,0.4317195756
2025-11-25,DOGEUSDT,0.2180341498,-0.1070480916,0.8336640241
2025-11-25,ETHUSDT,-0.1832044931,-0.0527043993,0.7212255839
2025-11-25,SOLUSDT,-0.7040906259,-0.0844168774,0.8289045505
2025-11-25,XRPUSDT,1.5562059782,-0.0886976100,0.7906016289
2025-11-26,ADAUSDT,-1.7036439698,0.0284763332,0.7611694844
2025-11-26,BNBUSDT,0.3950670115,0.0170134017,0.5254805592
2025-11-26,BTCUSDT,0.4773657591,0.0458453069,0.4155346320
2025-11-26,DOGEUSDT,0.1855721617,-0.0468534029,0.8128079708
2025-11-26,ETHUSDT,-0.3039350458,0.0131919026,0.6894716569
2025-11-26,SOLUSDT,-0.5586495079,-0.0018744440,0.8169463758
2025-11-26,XRPUSDT,1.5082235911,-0.0204028988,0.7860251538
2025-11-27,ADAUSDT,-1.6989429284,0.0335933257,0.7797806217
2025-11-27,BNBUSDT,0.4315246190,0.0324475167,0.5459500261
2025-11-27,BTCUSDT,0.5883741565,0.0321783193,0.4438975656
2025-11-27,DOGEUSDT,0.2441541853,-0.0189803102,0.8138336776
2025-11-27,ETHUSDT,-0.3641139685,0.0536806945,0.6996207461
2025-11-27,SOLUSDT,-0.6177987219,0.0126609773,0.8292997230
2025-11-27,XRPUSDT,1.4168026581,-0.0103295156,0.7882689800
2025-11-28,ADAUSDT,-1.7084229192,0.0131297517,0.7777682906
2025-11-28,BNBUSDT,0.6631105796,0.0055164881,0.5409340254
2025-11-28,BTCUSDT,0.6142713754,0.0087114607,0.4475009294
2025-11-28,DOGEUSDT,0.2724474937,-0.0343433106,0.8087343354
2025-11-28,ETHUSDT,-0.2511713038,0.0396470757,0.6945365337
2025-11-28,SOLUSDT,-0.8058049829,-0.0129939626,0.8283730448
2025-11-28,XRPUSDT,1.2155697572,-0.0467860831,0.7882329306
2025-11-29,ADAUSDT,-1.6817274803,-0.0112446731,0.7800537668
2025-11-29,BNBUSDT,0.4259446540,-0.0043793693,0.5395427307
2025-11-29,BTCUSDT,0.7902611297,-0.0180478621,0.4424510444
2025-11-29,DOGEUSDT,0.1295876743,-0.0714288978,0.8092266913
2025-11-29,ETHUSDT,0.0657533853,-0.0037673677,0.6953910843
2025-11-29,SOLUSDT,-0.9392085038,-0.0303392240,0.8290359724
2025-11-29,XRPUSDT,1.2093891409,-0.0665779759,0.7863558017
2025-11-30,ADAUSDT,-1.5446100255,-0.0035017437,0.7599243543
2025-11-30,BNBUSDT,0.1947421476,0.0198335947,0.5357728073
2025-11-30,BTCUSDT,0.5979200572,-0.0176670205,0.4417848072
2025-11-30,DOGEUSDT,0.2302906508,-0.0586153392,0.7939708141
2025-11-30,ETHUSDT,-0.1526363559,0.0157964491,0.6927151460
2025-11-30,SOLUSDT,-0.8701393362,-0.0276624844,0.8169547829
2025-11-30,XRPUSDT,1.5444328619,-0.0774110740,0.7750775635
2025-12-01,ADAUSDT,-1.5656438879,0.0054552190,0.7554717862
2025-12-01,BNBUSDT,0.4295478309,0.0219362442,0.5338086804
2025-12-01,BTCUSDT,0.7465423329,0.0004269597,0.4377691466
2025-12-01,DOGEUSDT,0.1009989403,-0.0529660634,0.7882896268
2025-12-01,ETHUSDT,-0.0149612063,0.0234711482,0.6897173759
2025-12-01,SOLUSDT,-1.0209390717,-0.0139476136,0.8123602256
2025-12-01,XRPUSDT,1.3244550618,-0.0535005391,0.7686749417
2025-12-02,ADAUSDT,-1.6241425610,0.1204317056,0.7801492357
2025-12-02,BNBUSDT,0.4199293797,0.0860759380,0.5597725093
2025-12-02,BTCUSDT,0.8942211072,0.0500804691,0.4568301891
2025-12-02,DOGEUSDT,-0.0917786872,0.0521833055,0.8214340834
2025-12-02,ETHUSDT,-0.1128241082,0.1169476248,0.7168751134
2025-12-02,SOLUSDT,-0.7992612058,0.0517455767,0.8260714673
2025-12-02,XRPUSDT,1.3138560755,0.0217440181,0.7938711835
2025-12-03,ADAUSDT,-1.4794737001,0.0845830408,0.9064175651
2025-12-03,BNBUSDT,0.5108870146,0.0232252418,0.6094027325
2025-12-03,BTCUSDT,0.8527703479,0.0149586444,0.5081752633
2025-12-03,DOGEUSDT,-0.0343995537,0.0148762560,0.8724819674
2025-12-03,ETHUSDT,-0.3271860863,0.1071251194,0.7672640012
2025-12-03,SOLUSDT,-0.9016376395,-0.0056108806,0.8993662032
2025-12-03,XRPUSDT,1.3790396171,-0.0217338634,0.8263253055
2025-12-04,ADAUSDT,-1.7109726529,0.0071104676,0.8610743919
2025-12-04,BNBUSDT,0.8212373949,-0.0302724702,0.5669128507
2025-12-04,BTCUSDT,-0.3213002680,-0.0154343908,0.5053455388
2025-12-04,DOGEUSDT,0.3787152237,-0.0553332341,0.8074645352
2025-12-04,ETHUSDT,-0.1382567044,0.0421495904,0.7594863051
2025-12-04,SOLUSDT,-0.4261273897,-0.0584404673,0.8195650545
2025-12-04,XRPUSDT,1.3967043964,-0.0716259521,0.7716948984
2025-12-05,ADAUSDT,-1.7718753768,-0.0322398368,0.8451127410
2025-12-05,BNBUSDT,1.0566875139,-0.0161665691,0.5363429325
2025-12-05,BTCUSDT,-0.2185159060,0.0044146884,0.4819869901
2025-12-05,DOGEUSDT,-0.2234771002,-0.0478369165,0.8078589792
2025-12-05,ETHUSDT,0.8901012303,0.0332014674,0.6929764931
2025-12-05,SOLUSDT,-0.5060819300,-0.0182900999,0.7997529859
2025-12-05,XRPUSDT,0.7731615689,-0.0300534758,0.7747588872
2025-12-06,ADAUSDT,-1.7226252222,-0.0160688143,0.8416976261
2025-12-06,BNBUSDT,1.4265416844,-0.0021243791,0.5328006582
2025-12-06,BTCUSDT,0.1879907029,0.0111613944,0.4818761675
2025-12-06,DOGEUSDT,-0.3030785072,-0.0187459287,0.8191688928
2025-12-06,ETHUSDT,0.6241255109,0.0221558223,0.6853868793
2025-12-06,SOLUSDT,-0.5850879327,-0.0069772780,0.7902886337
2025-12-06,XRPUSDT,0.3721337640,-0.0128763010,0.7490163061
2025-12-07,ADAUSDT,-1.8594123227,-0.0072739697,0.8396120065
2025-12-07,BNBUSDT,1.0937861397,0.0072470607,0.5335247306
2025-12-07,BTCUSDT,0.0428135787,0.0114949531,0.4763827284
2025-12-07,DOGEUSDT,-0.2482526255,-0.0047059295,0.8127610206
2025-12-07,ETHUSDT,0.7034152765,0.0258146076,0.6777744220
2025-12-07,SOLUSDT,-0.4794221295,0.0068778665,0.7769944522
2025-12-07,XRPUSDT,0.7470720827,-0.0042191783,0.7238057744
2025-12-08,ADAUSDT,-1.6801989536,-0.0493050582,0.7736308344
2025-12-08,BNBUSDT,0.9349525419,-0.0191224303,0.5087554289
2025-12-08,BTCUSDT,0.5525114716,-0.0244919891,0.4732425752
